snapshot_date,warehouse_id,product_id,opening_stock_tons,stock_in_tons,stock_out_tons,closing_stock_tons,holding_cost_per_ton_inr,warehouse_capacity_tons,reorder_point_tons
2024-03-11,7,4,20347.8,2708.8,2446.0,20610.6,19.62,22391,4478.2
2024-03-18,7,4,20610.6,2226.7,2071.3,20766.0,39.21,22391,4478.2
2024-03-25,7,4,20766.0,1253.0,1451.8,20567.2,35.71,22391,4478.2
2024-04-01,7,4,20567.2,3856.3,3623.0,20800.5,30.19,22391,4478.2
2024-04-08,7,4,20800.5,1900.9,1671.1,21030.3,33.89,22391,4478.2
2024-04-15,7,4,21030.3,3287.1,2949.2,21368.2,37.26,22391,4478.2
2024-04-22,7,4,21368.2,1106.4,1292.5,21182.1,22.9,22391,4478.2
2024-04-29,7,4,21182.1,3601.8,3565.8,21218.1,32.25,22391,4478.2
2024-05-06,7,4,21218.1,1969.9,2015.3,21172.7,24.6,22391,4478.2
2024-05-13,7,4,21172.7,3550.7,3646.9,21076.5,36.39,22391,4478.2
2024-05-20,7,4,21076.5,1398.5,1479.6,20995.4,21.99,22391,4478.2
2024-05-27,7,4,20995.4,1943.7,1850.6,21088.5,21.11,22391,4478.2
2024-06-03,7,4,21088.5,2147.6,2523.8,20712.3,39.63,22391,4478.2
2024-06-10,7,4,20712.3,1217.7,1131.4,20798.6,37.12,22391,4478.2
2024-06-17,7,4,20798.6,3901.8,3733.6,20966.8,31.34,22391,4478.2
2024-06-24,7,4,20966.8,2772.0,2568.1,21170.7,37.16,22391,4478.2
2024-07-01,7,4,21170.7,2676.7,2510.9,21336.5,39.17,22391,4478.2
2024-07-08,7,4,21336.5,1414.2,1377.1,21373.6,19.48,22391,4478.2
2024-07-15,7,4,21373.6,2433.8,2279.2,21528.2,26.37,22391,4478.2
2024-07-22,7,4,21528.2,1490.9,1356.6,21662.5,23.37,22391,4478.2
2024-07-29,7,4,21662.5,2235.4,2497.8,21400.1,39.77,22391,4478.2
2024-08-05,7,4,21400.1,2340.7,2134.7,21606.1,26.46,22391,4478.2
2024-08-12,7,4,21606.1,1901.8,2062.4,21445.5,26.9,22391,4478.2
2024-08-19,7,4,21445.5,3682.7,3512.4,21615.8,19.17,22391,4478.2
2024-08-26,7,4,21615.8,2599.6,2601.3,21614.1,33.11,22391,4478.2
2024-09-02,7,4,21614.1,3266.2,3203.0,21677.3,37.27,22391,4478.2
2024-09-09,7,4,21677.3,2752.5,2893.1,21536.7,26.28,22391,4478.2
2024-09-16,7,4,21536.7,3229.7,3480.5,21285.9,21.14,22391,4478.2
2024-09-23,7,4,21285.9,3077.7,3146.1,21217.5,22.99,22391,4478.2
2024-09-30,7,4,21217.5,3032.6,3349.1,20901.0,34.11,22391,4478.2
2024-10-07,7,4,20901.0,2094.9,1969.4,21026.5,35.0,22391,4478.2
2024-10-14,7,4,21026.5,1625.5,1481.2,21170.8,31.61,22391,4478.2
2024-10-21,7,4,21170.8,2941.8,3422.9,20689.7,34.65,22391,4478.2
2024-10-28,7,4,20689.7,3910.7,3686.3,20914.1,38.19,22391,4478.2
2024-11-04,7,4,20914.1,2304.8,2173.4,21045.5,30.48,22391,4478.2
2024-11-11,7,4,21045.5,2042.2,1969.4,21118.3,25.94,22391,4478.2
2024-11-18,7,4,21118.3,3989.3,3662.3,21445.3,37.16,22391,4478.2
2024-11-25,7,4,21445.3,3135.1,2844.6,21735.8,26.07,22391,4478.2
2024-12-02,7,4,21735.8,2808.4,2955.8,21588.4,31.08,22391,4478.2
2024-12-09,7,4,21588.4,1392.0,1279.9,21700.5,27.28,22391,4478.2
2024-12-16,7,4,21700.5,4275.8,3860.9,22115.4,31.52,22391,4478.2
2024-12-23,7,4,22115.4,1943.0,1870.1,22188.3,34.65,22391,4478.2
2024-12-30,7,4,22188.3,2540.1,2471.5,22256.9,37.28,22391,4478.2
2025-01-06,7,4,22256.9,1509.6,1509.8,22256.7,37.05,22391,4478.2
2025-01-13,7,4,22256.7,2503.2,2244.6,22515.3,30.28,22391,4478.2
2025-01-20,7,4,22515.3,2639.8,2300.5,22854.6,21.56,22391,4478.2
2025-01-27,7,4,22854.6,1991.8,2174.6,22671.8,39.63,22391,4478.2
2025-02-03,7,4,22671.8,1396.4,1576.4,22491.8,23.81,22391,4478.2
2025-02-10,7,4,22491.8,2699.2,2904.1,22286.9,25.2,22391,4478.2
2025-02-17,7,4,22286.9,2770.5,2661.8,22395.6,30.76,22391,4478.2
2025-02-24,7,4,22395.6,3059.4,2910.2,22544.8,37.3,22391,4478.2
2025-03-03,7,4,22544.8,3311.7,3105.8,22750.7,26.72,22391,4478.2
2025-03-10,7,4,22750.7,4295.0,3931.4,23114.3,30.82,22391,4478.2
2025-03-17,7,4,23114.3,2141.9,2503.2,22753.0,39.7,22391,4478.2
2025-03-24,7,4,22753.0,1560.4,1556.2,22757.2,25.52,22391,4478.2
2025-03-31,7,4,22757.2,2051.7,2102.5,22706.4,30.59,22391,4478.2
2025-04-07,7,4,22706.4,1044.0,1164.9,22585.5,31.49,22391,4478.2
2025-04-14,7,4,22585.5,3473.4,3300.1,22758.8,39.8,22391,4478.2
2025-04-21,7,4,22758.8,1285.0,1279.2,22764.6,27.21,22391,4478.2
2025-04-28,7,4,22764.6,1929.2,1726.9,22966.9,21.16,22391,4478.2
2025-05-05,7,4,22966.9,2409.7,2654.9,22721.7,27.6,22391,4478.2
2025-05-12,7,4,22721.7,3680.0,3471.1,22930.6,33.41,22391,4478.2
2025-05-19,7,4,22930.6,1531.8,1787.7,22674.7,33.84,22391,4478.2
2025-05-26,7,4,22674.7,1398.8,1446.5,22627.0,36.57,22391,4478.2
2025-06-02,7,4,22627.0,2311.6,2335.8,22602.8,39.07,22391,4478.2
2025-06-09,7,4,22602.8,3334.7,3801.3,22136.2,37.07,22391,4478.2
2025-06-16,7,4,22136.2,2756.3,2530.1,22362.4,25.75,22391,4478.2
2025-06-23,7,4,22362.4,4248.0,3900.9,22709.5,27.89,22391,4478.2
2025-06-30,7,4,22709.5,2009.7,2200.4,22518.8,24.06,22391,4478.2
2024-01-01,7,5,19031.2,1906.9,1827.9,19110.2,31.98,22391,4478.2
2024-01-08,7,5,19110.2,1333.1,1436.2,19007.1,18.99,22391,4478.2
2024-01-15,7,5,19007.1,1880.3,1895.4,18992.0,20.31,22391,4478.2
2024-01-22,7,5,18992.0,1079.0,1159.8,18911.2,28.81,22391,4478.2
2024-01-29,7,5,18911.2,3782.1,3363.3,19330.0,26.77,22391,4478.2
2024-02-05,7,5,19330.0,2406.2,2363.9,19372.3,25.55,22391,4478.2
2024-02-12,7,5,19372.3,2931.0,3126.5,19176.8,27.4,22391,4478.2
2024-02-19,7,5,19176.8,3070.9,3219.7,19028.0,29.24,22391,4478.2
2024-02-26,7,5,19028.0,2944.2,3104.9,18867.3,39.16,22391,4478.2
2024-03-04,7,5,18867.3,1522.3,1442.6,18947.0,19.32,22391,4478.2
2024-03-11,7,5,18947.0,2038.3,2270.3,18715.0,31.83,22391,4478.2
2024-03-18,7,5,18715.0,2375.3,2436.4,18653.9,38.35,22391,4478.2
2024-03-25,7,5,18653.9,3312.5,3094.4,18872.0,33.83,22391,4478.2
2024-04-01,7,5,18872.0,1052.2,1111.0,18813.2,22.47,22391,4478.2
2024-04-08,7,5,18813.2,1669.2,1890.9,18591.5,25.0,22391,4478.2
2024-04-15,7,5,18591.5,2078.1,2309.4,18360.2,20.33,22391,4478.2
2024-04-22,7,5,18360.2,2406.9,2604.7,18162.4,28.52,22391,4478.2
2024-04-29,7,5,18162.4,2782.6,2887.8,18057.2,20.17,22391,4478.2
2024-05-06,7,5,18057.2,2942.9,2746.4,18253.7,31.42,22391,4478.2
2024-05-13,7,5,18253.7,2354.7,2189.1,18419.3,25.77,22391,4478.2
2024-05-20,7,5,18419.3,1775.8,1710.4,18484.7,21.66,22391,4478.2
2024-05-27,7,5,18484.7,2715.2,2445.9,18754.0,29.33,22391,4478.2
2024-06-03,7,5,18754.0,1195.6,1139.9,18809.7,37.13,22391,4478.2
2024-06-10,7,5,18809.7,1469.7,1421.8,18857.6,22.34,22391,4478.2
2024-06-17,7,5,18857.6,2733.5,2952.4,18638.7,31.85,22391,4478.2
2024-06-24,7,5,18638.7,2271.2,2359.9,18550.0,37.81,22391,4478.2
2024-07-01,7,5,18550.0,2952.2,3101.0,18401.2,25.66,22391,4478.2
2024-07-08,7,5,18401.2,2325.5,2486.6,18240.1,24.68,22391,4478.2
2024-07-15,7,5,18240.1,843.8,960.8,18123.1,32.48,22391,4478.2
2024-07-22,7,5,18123.1,1453.2,1662.0,17914.3,38.46,22391,4478.2
2024-07-29,7,5,17914.3,1446.1,1584.4,17776.0,29.49,22391,4478.2
2024-08-05,7,5,17776.0,3122.5,2808.5,18090.0,24.71,22391,4478.2
2024-08-12,7,5,18090.0,2668.2,2649.8,18108.4,31.1,22391,4478.2
2024-08-19,7,5,18108.4,1753.3,1941.3,17920.4,36.05,22391,4478.2
2024-08-26,7,5,17920.4,2099.9,2163.6,17856.7,32.86,22391,4478.2
2024-09-02,7,5,17856.7,2077.9,1880.9,18053.7,20.99,22391,4478.2
2024-09-09,7,5,18053.7,993.2,972.9,18074.0,23.65,22391,4478.2
2024-09-16,7,5,18074.0,1015.0,1181.5,17907.5,34.95,22391,4478.2
2024-09-23,7,5,17907.5,3238.5,3129.8,18016.2,35.0,22391,4478.2
2024-09-30,7,5,18016.2,3127.1,2864.6,18278.7,25.19,22391,4478.2
2024-10-07,7,5,18278.7,954.8,919.5,18314.0,38.85,22391,4478.2
2024-10-14,7,5,18314.0,2578.7,3028.7,17864.0,37.89,22391,4478.2
2024-10-21,7,5,17864.0,927.1,918.4,17872.7,36.76,22391,4478.2
2024-10-28,7,5,17872.7,1962.9,1860.3,17975.3,23.11,22391,4478.2
2024-11-04,7,5,17975.3,2732.7,3165.7,17542.3,31.91,22391,4478.2
2024-11-11,7,5,17542.3,824.9,956.4,17410.8,23.95,22391,4478.2
2024-11-18,7,5,17410.8,825.5,904.9,17331.4,21.39,22391,4478.2
2024-11-25,7,5,17331.4,2519.3,2921.2,16929.5,31.46,22391,4478.2
2024-12-02,7,5,16929.5,2545.8,2322.2,17153.1,26.08,22391,4478.2
2024-12-09,7,5,17153.1,1119.4,1262.7,17009.8,21.14,22391,4478.2
2024-12-16,7,5,17009.8,2067.5,2009.2,17068.1,35.35,22391,4478.2
2024-12-23,7,5,17068.1,2909.7,2638.4,17339.4,21.51,22391,4478.2
2024-12-30,7,5,17339.4,2220.5,2547.0,17012.9,37.37,22391,4478.2
2025-01-06,7,5,17012.9,2098.1,2012.6,17098.4,31.64,22391,4478.2
2025-01-13,7,5,17098.4,2109.9,2095.2,17113.1,38.29,22391,4478.2
2025-01-20,7,5,17113.1,1767.1,1630.7,17249.5,25.96,22391,4478.2
2025-01-27,7,5,17249.5,930.1,965.4,17214.2,21.32,22391,4478.2
2025-02-03,7,5,17214.2,1615.1,1846.7,16982.6,35.28,22391,4478.2
2025-02-10,7,5,16982.6,1855.0,2153.6,16684.0,32.2,22391,4478.2
2025-02-17,7,5,16684.0,2524.1,2904.7,16303.4,25.85,22391,4478.2
2025-02-24,7,5,16303.4,2332.1,2711.6,15923.9,38.21,22391,4478.2
2025-03-03,7,5,15923.9,2749.2,2843.0,15830.1,28.23,22391,4478.2
2025-03-10,7,5,15830.1,2452.1,2825.1,15457.1,25.0,22391,4478.2
2025-03-17,7,5,15457.1,966.9,900.4,15523.6,32.33,22391,4478.2
2025-03-24,7,5,15523.6,2284.7,2518.7,15289.6,29.99,22391,4478.2
2025-03-31,7,5,15289.6,2038.9,2181.7,15146.8,37.57,22391,4478.2
2025-04-07,7,5,15146.8,1015.6,1147.0,15015.4,24.18,22391,4478.2
2025-04-14,7,5,15015.4,2456.1,2307.8,15163.7,37.61,22391,4478.2
2025-04-21,7,5,15163.7,2221.6,1974.0,15411.3,29.95,22391,4478.2
2025-04-28,7,5,15411.3,2900.3,2610.4,15701.2,28.42,22391,4478.2
2025-05-05,7,5,15701.2,914.6,798.3,15817.5,28.94,22391,4478.2
2025-05-12,7,5,15817.5,2281.4,2314.5,15784.4,25.97,22391,4478.2
2025-05-19,7,5,15784.4,1458.1,1524.3,15718.2,30.75,22391,4478.2
2025-05-26,7,5,15718.2,2487.0,2436.5,15768.7,29.57,22391,4478.2
2025-06-02,7,5,15768.7,1401.2,1417.0,15752.9,21.96,22391,4478.2
2025-06-09,7,5,15752.9,2509.1,2312.6,15949.4,23.25,22391,4478.2
2025-06-16,7,5,15949.4,1845.7,1973.1,15822.0,39.5,22391,4478.2
2025-06-23,7,5,15822.0,1559.3,1405.8,15975.5,33.41,22391,4478.2
2025-06-30,7,5,15975.5,2988.7,2804.1,16160.1,31.4,22391,4478.2
2024-01-01,8,1,8183.0,774.1,910.3,8046.8,39.93,11531,2306.2
2024-01-08,8,1,8046.8,1022.1,996.1,8072.8,21.97,11531,2306.2
2024-01-15,8,1,8072.8,784.8,857.0,8000.6,22.81,11531,2306.2
2024-01-22,8,1,8000.6,894.1,969.5,7925.2,32.67,11531,2306.2
2024-01-29,8,1,7925.2,755.3,784.3,7896.2,33.45,11531,2306.2
2024-02-05,8,1,7896.2,1052.0,1083.3,7864.9,38.46,11531,2306.2
2024-02-12,8,1,7864.9,776.7,728.9,7912.7,35.46,11531,2306.2
2024-02-19,8,1,7912.7,615.4,620.2,7907.9,18.46,11531,2306.2
2024-02-26,8,1,7907.9,684.0,734.7,7857.2,34.97,11531,2306.2
2024-03-04,8,1,7857.2,530.3,618.3,7769.2,18.52,11531,2306.2
2024-03-11,8,1,7769.2,1035.7,1159.8,7645.1,32.17,11531,2306.2
2024-03-18,8,1,7645.1,533.9,582.6,7596.4,35.74,11531,2306.2
2024-03-25,8,1,7596.4,1102.2,1053.4,7645.2,38.43,11531,2306.2
2024-04-01,8,1,7645.2,1376.9,1247.1,7775.0,20.99,11531,2306.2
2024-04-08,8,1,7775.0,637.0,556.5,7855.5,30.68,11531,2306.2
2024-04-15,8,1,7855.5,955.4,953.8,7857.1,34.19,11531,2306.2
2024-04-22,8,1,7857.1,895.2,1000.3,7752.0,20.25,11531,2306.2
2024-04-29,8,1,7752.0,769.7,692.8,7828.9,26.85,11531,2306.2
2024-05-06,8,1,7828.9,1307.1,1279.2,7856.8,38.45,11531,2306.2
2024-05-13,8,1,7856.8,1248.0,1296.2,7808.6,30.13,11531,2306.2
2024-05-20,8,1,7808.6,959.5,1110.9,7657.2,21.52,11531,2306.2
2024-05-27,8,1,7657.2,1247.6,1109.6,7795.2,24.68,11531,2306.2
2024-06-03,8,1,7795.2,877.6,789.0,7883.8,23.86,11531,2306.2
2024-06-10,8,1,7883.8,1198.7,1343.3,7739.2,23.55,11531,2306.2
2024-06-17,8,1,7739.2,371.1,422.6,7687.7,23.61,11531,2306.2
2024-06-24,8,1,7687.7,945.9,1039.1,7594.5,38.66,11531,2306.2
2024-07-01,8,1,7594.5,728.1,724.0,7598.6,32.63,11531,2306.2
2024-07-08,8,1,7598.6,543.6,514.6,7627.6,20.65,11531,2306.2
2024-07-15,8,1,7627.6,1196.4,1200.7,7623.3,19.97,11531,2306.2
2024-07-22,8,1,7623.3,945.0,1082.5,7485.8,39.44,11531,2306.2
2024-07-29,8,1,7485.8,787.0,815.7,7457.1,24.92,11531,2306.2
2024-08-05,8,1,7457.1,877.2,809.0,7525.3,29.44,11531,2306.2
2024-08-12,8,1,7525.3,872.1,1005.6,7391.8,36.74,11531,2306.2
2024-08-19,8,1,7391.8,883.7,877.4,7398.1,23.55,11531,2306.2
2024-08-26,8,1,7398.1,422.4,444.2,7376.3,36.01,11531,2306.2
2024-09-02,8,1,7376.3,830.0,893.4,7312.9,31.05,11531,2306.2
2024-09-09,8,1,7312.9,641.6,699.6,7254.9,34.28,11531,2306.2
2024-09-16,8,1,7254.9,533.8,520.5,7268.2,34.14,11531,2306.2
2024-09-23,8,1,7268.2,446.5,421.7,7293.0,18.25,11531,2306.2
2024-09-30,8,1,7293.0,1058.8,1134.3,7217.5,21.38,11531,2306.2
2024-10-07,8,1,7217.5,473.9,483.2,7208.2,24.34,11531,2306.2
2024-10-14,8,1,7208.2,882.6,799.7,7291.1,20.31,11531,2306.2
2024-10-21,8,1,7291.1,540.6,611.5,7220.2,32.02,11531,2306.2
2024-10-28,8,1,7220.2,1044.7,945.8,7319.1,34.05,11531,2306.2
2024-11-04,8,1,7319.1,926.4,1031.5,7214.0,36.02,11531,2306.2
2024-11-11,8,1,7214.0,391.3,367.6,7237.7,35.92,11531,2306.2
2024-11-18,8,1,7237.7,542.6,575.1,7205.2,23.33,11531,2306.2
2024-11-25,8,1,7205.2,1101.1,1127.9,7178.4,26.0,11531,2306.2
2024-12-02,8,1,7178.4,884.8,827.6,7235.6,32.53,11531,2306.2
2024-12-09,8,1,7235.6,1165.4,1027.5,7373.5,23.61,11531,2306.2
2024-12-16,8,1,7373.5,592.5,567.0,7399.0,21.21,11531,2306.2
2024-12-23,8,1,7399.0,1124.2,988.9,7534.3,28.09,11531,2306.2
2024-12-30,8,1,7534.3,674.1,587.0,7621.4,26.42,11531,2306.2
2025-01-06,8,1,7621.4,481.5,493.9,7609.0,19.93,11531,2306.2
2025-01-13,8,1,7609.0,399.9,462.7,7546.2,27.99,11531,2306.2
2025-01-20,8,1,7546.2,885.6,827.6,7604.2,29.97,11531,2306.2
2025-01-27,8,1,7604.2,1368.2,1230.5,7741.9,21.76,11531,2306.2
2025-02-03,8,1,7741.9,455.1,428.6,7768.4,18.22,11531,2306.2
2025-02-10,8,1,7768.4,681.0,786.2,7663.2,28.1,11531,2306.2
2025-02-17,8,1,7663.2,917.3,831.1,7749.4,32.2,11531,2306.2
2025-02-24,8,1,7749.4,795.2,793.0,7751.6,30.08,11531,2306.2
2025-03-03,8,1,7751.6,666.4,615.5,7802.5,28.28,11531,2306.2
2025-03-10,8,1,7802.5,891.4,1037.1,7656.8,20.44,11531,2306.2
2025-03-17,8,1,7656.8,1040.8,969.7,7727.9,25.06,11531,2306.2
2025-03-24,8,1,7727.9,1476.6,1336.5,7868.0,29.54,11531,2306.2
2025-03-31,8,1,7868.0,1077.2,1047.9,7897.3,24.72,11531,2306.2
2025-04-07,8,1,7897.3,501.2,459.2,7939.3,28.13,11531,2306.2
2025-04-14,8,1,7939.3,1218.3,1265.9,7891.7,18.31,11531,2306.2
2025-04-21,8,1,7891.7,470.8,524.8,7837.7,34.08,11531,2306.2
2025-04-28,8,1,7837.7,465.3,424.6,7878.4,33.19,11531,2306.2
2025-05-05,8,1,7878.4,729.9,725.1,7883.2,38.51,11531,2306.2
2025-05-12,8,1,7883.2,446.5,465.6,7864.1,26.6,11531,2306.2
2025-05-19,8,1,7864.1,1574.3,1377.9,8060.5,36.51,11531,2306.2
2025-05-26,8,1,8060.5,897.1,803.3,8154.3,28.65,11531,2306.2
2025-06-02,8,1,8154.3,1230.5,1090.5,8294.3,23.46,11531,2306.2
2025-06-09,8,1,8294.3,1302.3,1342.9,8253.7,37.17,11531,2306.2
2025-06-16,8,1,8253.7,925.2,1001.1,8177.8,34.84,11531,2306.2
2025-06-23,8,1,8177.8,474.5,531.3,8121.0,21.26,11531,2306.2
2025-06-30,8,1,8121.0,1437.2,1293.2,8265.0,30.6,11531,2306.2
2024-01-01,8,2,7941.2,727.7,804.0,7864.9,18.08,11531,2306.2
2024-01-08,8,2,7864.9,1137.0,1251.7,7750.2,19.74,11531,2306.2
2024-01-15,8,2,7750.2,586.8,520.3,7816.7,25.99,11531,2306.2
2024-01-22,8,2,7816.7,901.8,1049.4,7669.1,29.64,11531,2306.2
2024-01-29,8,2,7669.1,980.9,1127.9,7522.1,24.58,11531,2306.2
2024-02-05,8,2,7522.1,771.3,691.0,7602.4,32.63,11531,2306.2
2024-02-12,8,2,7602.4,1189.3,1235.4,7556.3,31.0,11531,2306.2
2024-02-19,8,2,7556.3,826.9,886.4,7496.8,27.29,11531,2306.2
2024-02-26,8,2,7496.8,524.5,613.6,7407.7,39.3,11531,2306.2
2024-03-04,8,2,7407.7,1418.8,1293.0,7533.5,21.84,11531,2306.2
2024-03-11,8,2,7533.5,360.2,396.4,7497.3,37.17,11531,2306.2
2024-03-18,8,2,7497.3,482.3,524.2,7455.4,33.21,11531,2306.2
2024-03-25,8,2,7455.4,874.1,835.5,7494.0,30.39,11531,2306.2
2024-04-01,8,2,7494.0,1036.7,932.4,7598.3,22.79,11531,2306.2
2024-04-08,8,2,7598.3,502.6,517.4,7583.5,29.76,11531,2306.2
2024-04-15,8,2,7583.5,873.0,862.7,7593.8,28.7,11531,2306.2
2024-04-22,8,2,7593.8,1006.3,890.9,7709.2,19.1,11531,2306.2
2024-04-29,8,2,7709.2,1364.0,1329.2,7744.0,19.05,11531,2306.2
2024-05-06,8,2,7744.0,450.5,441.0,7753.5,33.16,11531,2306.2
2024-05-13,8,2,7753.5,898.1,912.1,7739.5,24.1,11531,2306.2
2024-05-20,8,2,7739.5,1116.3,997.3,7858.5,27.29,11531,2306.2
2024-05-27,8,2,7858.5,943.8,1103.6,7698.7,27.9,11531,2306.2
2024-06-03,8,2,7698.7,1265.0,1147.3,7816.4,29.82,11531,2306.2
2024-06-10,8,2,7816.4,861.7,966.5,7711.6,24.5,11531,2306.2
2024-06-17,8,2,7711.6,1139.1,1054.7,7796.0,19.8,11531,2306.2
2024-06-24,8,2,7796.0,1549.3,1363.7,7981.6,22.13,11531,2306.2
2024-07-01,8,2,7981.6,424.7,446.0,7960.3,39.09,11531,2306.2
2024-07-08,8,2,7960.3,808.6,856.5,7912.4,37.68,11531,2306.2
2024-07-15,8,2,7912.4,604.3,533.7,7983.0,35.8,11531,2306.2
2024-07-22,8,2,7983.0,865.9,797.2,8051.7,34.63,11531,2306.2
2024-07-29,8,2,8051.7,1094.7,1009.5,8136.9,29.0,11531,2306.2
2024-08-05,8,2,8136.9,1412.1,1297.9,8251.1,37.94,11531,2306.2
2024-08-12,8,2,8251.1,1428.1,1268.0,8411.2,21.92,11531,2306.2
2024-08-19,8,2,8411.2,713.5,723.8,8400.9,23.34,11531,2306.2
2024-08-26,8,2,8400.9,1264.9,1399.3,8266.5,28.1,11531,2306.2
2024-09-02,8,2,8266.5,1082.9,973.9,8375.5,23.7,11531,2306.2
2024-09-09,8,2,8375.5,1382.5,1474.5,8283.5,21.59,11531,2306.2
2024-09-16,8,2,8283.5,765.8,687.2,8362.1,21.35,11531,2306.2
2024-09-23,8,2,8362.1,424.5,452.8,8333.8,29.98,11531,2306.2
2024-09-30,8,2,8333.8,721.4,803.1,8252.1,26.01,11531,2306.2
2024-10-07,8,2,8252.1,1133.4,1155.6,8229.9,30.6,11531,2306.2
2024-10-14,8,2,8229.9,1530.8,1424.7,8336.0,35.68,11531,2306.2
2024-10-21,8,2,8336.0,731.4,728.9,8338.5,25.58,11531,2306.2
2024-10-28,8,2,8338.5,832.5,942.2,8228.8,29.41,11531,2306.2
2024-11-04,8,2,8228.8,995.8,973.9,8250.7,23.16,11531,2306.2
2024-11-11,8,2,8250.7,624.3,650.1,8224.9,29.83,11531,2306.2
2024-11-18,8,2,8224.9,819.0,771.3,8272.6,30.87,11531,2306.2
2024-11-25,8,2,8272.6,490.7,535.0,8228.3,31.3,11531,2306.2
2024-12-02,8,2,8228.3,933.1,980.4,8181.0,21.78,11531,2306.2
2024-12-09,8,2,8181.0,1366.9,1388.0,8159.9,22.68,11531,2306.2
2024-12-16,8,2,8159.9,1086.8,1172.7,8074.0,23.84,11531,2306.2
2024-12-23,8,2,8074.0,1427.4,1271.8,8229.6,28.3,11531,2306.2
2024-12-30,8,2,8229.6,1042.5,1087.9,8184.2,31.94,11531,2306.2
2025-01-06,8,2,8184.2,1262.3,1183.8,8262.7,18.9,11531,2306.2
2025-01-13,8,2,8262.7,551.5,519.1,8295.1,29.7,11531,2306.2
2025-01-20,8,2,8295.1,1261.7,1432.0,8124.8,39.77,11531,2306.2
2025-01-27,8,2,8124.8,470.4,547.3,8047.9,37.78,11531,2306.2
2025-02-03,8,2,8047.9,870.2,929.7,7988.4,30.58,11531,2306.2
2025-02-10,8,2,7988.4,907.5,791.5,8104.4,35.03,11531,2306.2
2025-02-17,8,2,8104.4,1037.8,1096.3,8045.9,18.57,11531,2306.2
2025-02-24,8,2,8045.9,1068.6,1236.3,7878.2,20.49,11531,2306.2
2025-03-03,8,2,7878.2,1074.0,997.1,7955.1,27.0,11531,2306.2
2025-03-10,8,2,7955.1,1150.0,1006.9,8098.2,24.19,11531,2306.2
2025-03-17,8,2,8098.2,413.6,451.2,8060.6,27.82,11531,2306.2
2025-03-24,8,2,8060.6,1188.1,1217.6,8031.1,30.96,11531,2306.2
2025-03-31,8,2,8031.1,988.7,992.3,8027.5,21.5,11531,2306.2
2025-04-07,8,2,8027.5,430.3,472.4,7985.4,23.94,11531,2306.2
2025-04-14,8,2,7985.4,539.2,594.0,7930.6,31.38,11531,2306.2
2025-04-21,8,2,7930.6,800.3,865.1,7865.8,23.19,11531,2306.2
2025-04-28,8,2,7865.8,570.9,539.8,7896.9,28.47,11531,2306.2
2025-05-05,8,2,7896.9,1037.8,1077.1,7857.6,19.87,11531,2306.2
2025-05-12,8,2,7857.6,1063.9,1233.6,7687.9,26.08,11531,2306.2
2025-05-19,8,2,7687.9,1017.0,969.2,7735.7,28.6,11531,2306.2
2025-05-26,8,2,7735.7,1182.9,1190.2,7728.4,36.39,11531,2306.2
2025-06-02,8,2,7728.4,629.2,634.4,7723.2,18.68,11531,2306.2
2025-06-09,8,2,7723.2,938.3,966.6,7694.9,32.99,11531,2306.2
2025-06-16,8,2,7694.9,1104.6,1127.3,7672.2,31.39,11531,2306.2
2025-06-23,8,2,7672.2,1226.2,1113.7,7784.7,20.31,11531,2306.2
2025-06-30,8,2,7784.7,1064.0,943.7,7905.0,24.25,11531,2306.2
2024-01-01,8,3,8407.6,795.3,728.9,8474.0,34.35,11531,2306.2
2024-01-08,8,3,8474.0,1557.4,1469.7,8561.7,28.76,11531,2306.2
2024-01-15,8,3,8561.7,1116.8,1030.4,8648.1,34.23,11531,2306.2
2024-01-22,8,3,8648.1,530.9,564.9,8614.1,33.01,11531,2306.2
2024-01-29,8,3,8614.1,569.8,543.7,8640.2,37.0,11531,2306.2
2024-02-05,8,3,8640.2,773.6,845.1,8568.7,36.79,11531,2306.2
2024-02-12,8,3,8568.7,1061.0,964.8,8664.9,19.72,11531,2306.2
2024-02-19,8,3,8664.9,571.2,671.8,8564.3,27.86,11531,2306.2
2024-02-26,8,3,8564.3,1471.8,1410.3,8625.8,18.39,11531,2306.2
2024-03-04,8,3,8625.8,489.3,459.0,8656.1,20.04,11531,2306.2
2024-03-11,8,3,8656.1,721.2,680.7,8696.6,23.47,11531,2306.2
2024-03-18,8,3,8696.6,957.9,989.0,8665.5,25.56,11531,2306.2
2024-03-25,8,3,8665.5,697.9,717.8,8645.6,22.02,11531,2306.2
2024-04-01,8,3,8645.6,1422.4,1505.3,8562.7,34.04,11531,2306.2
2024-04-08,8,3,8562.7,700.1,753.9,8508.9,28.62,11531,2306.2
2024-04-15,8,3,8508.9,1051.8,1235.7,8325.0,21.76,11531,2306.2
2024-04-22,8,3,8325.0,1199.0,1254.3,8269.7,36.82,11531,2306.2
2024-04-29,8,3,8269.7,609.0,556.7,8322.0,31.69,11531,2306.2
2024-05-06,8,3,8322.0,510.9,598.4,8234.5,37.39,11531,2306.2
2024-05-13,8,3,8234.5,665.1,721.0,8178.6,22.04,11531,2306.2
2024-05-20,8,3,8178.6,792.0,786.4,8184.2,28.51,11531,2306.2
2024-05-27,8,3,8184.2,1195.5,1314.9,8064.8,34.42,11531,2306.2
2024-06-03,8,3,8064.8,1168.0,1356.5,7876.3,34.53,11531,2306.2
