shipment_id,shipment_date,route_id,origin_id,destination_id,product_id,supplier_id,quantity_tons,distance_km,fuel_cost_inr,freight_cost_inr,handling_cost_inr,planned_delivery_date,actual_delivery_date,delay_days,demurrage_cost_inr,shipment_status,transport_mode_id
3044,2024-09-23,24,5,14,2,2,1174.9,1718,37522.02,99026.46,60305.95,2024-09-26,2024-09-30,4.0,90983.84,Delivered,1
3045,2024-05-30,3,8,7,3,3,3324.9,1058,62386.27,89731.08,127068.13,2024-06-01,2024-06-01,0.0,0.0,Delivered,2
3046,2025-06-22,24,5,14,4,7,2721.9,1718,95504.25,242295.86,123851.77,2025-06-25,2025-06-29,4.0,324062.8,Delivered,1
3047,2024-06-15,15,2,10,4,6,3228.3,225,13371.89,11387.41,123882.81,2024-06-17,2024-06-21,4.0,206750.06,Delivered,3
3048,2024-03-16,18,15,3,4,3,998.9,909,16184.0,21772.79,32833.75,2024-03-18,2024-03-18,0.0,0.0,Delivered,2
3049,2025-05-27,4,10,8,3,1,2487.9,1052,53106.35,119117.23,140450.63,2025-05-29,2025-06-02,4.0,220420.5,Delivered,1
3050,2024-11-11,4,10,8,3,2,877.9,1052,17486.61,43596.28,36293.32,2024-11-13,2024-11-13,0.0,0.0,Delivered,1
3051,2024-05-02,15,2,10,3,6,1554.3,225,6562.61,5603.69,52870.2,2024-05-04,2024-05-11,7.0,364975.48,Delivered,3
3052,2025-02-08,8,3,5,2,5,1564.5,119,3592.09,9920.24,71359.41,2025-02-10,2025-02-11,1.0,30300.34,Delivered,1
3053,2024-01-28,9,11,3,3,3,2408.4,941,38749.51,61316.34,89072.34,2024-01-30,2024-01-30,0.0,0.0,Delivered,2
3054,2024-03-21,17,5,14,3,3,2734.6,1079,53239.99,70654.27,146276.27,2024-03-23,2024-03-23,0.0,0.0,Delivered,2
3055,2024-05-22,15,2,10,4,6,1452.1,225,6038.86,4834.2,49558.93,2024-05-24,2024-05-25,1.0,22715.31,Delivered,3
3056,2024-05-19,4,10,8,1,5,3069.7,1052,58758.07,172314.15,108863.15,2024-05-21,2024-05-21,0.0,0.0,Delivered,1
3057,2024-10-04,4,10,8,3,8,950.1,1052,18492.95,29014.42,55173.32,2024-10-06,2024-10-06,0.0,0.0,Delivered,2
3058,2024-06-27,4,10,8,3,5,3160.2,1052,59306.12,151941.51,153076.36,2024-06-29,2024-07-01,2.0,188480.14,Delivered,1
3059,2024-02-28,4,10,8,3,3,2577.0,1052,47128.66,72230.65,110180.36,2024-03-01,2024-03-01,0.0,0.0,Delivered,2
3060,2024-05-30,4,10,8,1,5,1483.4,1052,27507.17,83137.59,41675.26,2024-06-01,2024-06-01,0.0,0.0,Delivered,1
3061,2024-07-29,15,2,10,1,7,547.3,225,2267.9,6498.54,19085.11,2024-07-31,2024-08-01,1.0,12058.18,Delivered,1
3062,2024-03-03,15,2,10,3,6,211.4,225,854.37,668.62,9942.28,2024-03-05,2024-03-07,2.0,13496.92,Delivered,3
3063,2025-06-27,11,15,5,4,6,2682.6,1642,88993.31,58203.63,154767.86,2025-06-30,2025-07-06,6.0,478379.56,Delivered,3
3064,2024-07-20,4,10,8,5,8,1607.4,1052,31152.21,46389.64,59307.21,2024-07-22,2024-07-22,0.0,0.0,Delivered,2
3065,2025-03-12,15,2,10,3,7,534.2,225,2352.99,5520.51,14994.95,2025-03-14,2025-03-15,1.0,14708.82,Delivered,1
3066,2024-04-19,15,2,10,2,6,2458.5,225,10136.15,8188.18,113610.06,2024-04-21,2024-04-27,6.0,489046.69,Delivered,3
3067,2024-07-30,15,2,10,5,6,514.1,225,2182.7,1671.74,19717.24,2024-08-01,2024-08-03,2.0,19799.52,Delivered,3
3068,2024-01-10,12,4,11,4,8,3334.4,852,48122.0,80630.8,177222.94,2024-01-12,2024-01-13,1.0,112827.63,Delivered,2
3069,2024-01-19,15,2,10,4,6,297.8,225,1168.13,918.22,15134.68,2024-01-21,2024-01-25,4.0,35206.36,Delivered,3
3070,2025-01-09,8,3,5,1,1,1545.5,119,3421.62,9959.88,80789.31,2025-01-11,2025-01-15,4.0,176741.03,Delivered,1
3071,2025-06-02,4,10,8,3,7,3388.7,1052,71267.48,168121.38,148585.02,2025-06-04,2025-06-08,4.0,419534.28,Delivered,1
3072,2024-08-08,15,2,10,4,2,2961.0,225,13111.73,32870.65,134824.27,2024-08-10,2024-08-14,4.0,272915.22,Delivered,1
3073,2024-01-30,4,10,8,4,8,1105.7,1052,20216.84,29225.48,49559.03,2024-02-01,2024-02-01,0.0,0.0,Delivered,2
3074,2025-01-11,4,10,8,1,2,1738.1,1052,34866.63,90530.02,79517.92,2025-01-13,2025-01-13,0.0,0.0,Delivered,1
3075,2025-06-17,4,10,8,5,2,2946.0,1052,62303.55,154614.18,111863.93,2025-06-19,2025-06-20,1.0,101323.56,Delivered,1
3076,2024-11-08,8,3,5,1,1,1590.5,119,3585.08,8331.14,54312.9,2024-11-10,2024-11-13,3.0,86761.39,Delivered,1
3077,2024-08-20,12,4,11,1,6,2041.8,852,31537.18,25863.0,119509.18,2024-08-22,2024-08-25,3.0,120526.35,Delivered,3
3078,2024-08-21,15,2,10,1,6,1552.6,225,6553.45,4601.72,88622.9,2024-08-23,2024-08-26,3.0,149995.84,Delivered,3
3079,2025-01-23,4,10,8,2,3,2053.8,1052,40262.17,57520.41,111006.38,2025-01-25,2025-01-25,0.0,0.0,Delivered,2
3080,2024-12-28,4,10,8,5,7,422.7,1052,8497.98,20042.31,24725.06,2024-12-30,2024-12-30,0.0,0.0,Delivered,1
3081,2024-03-11,15,2,10,3,1,1851.4,225,7451.6,22317.13,92240.21,2024-03-13,2024-03-18,5.0,168341.9,Delivered,1
3082,2024-01-01,4,10,8,2,7,664.6,1052,11795.33,32816.54,20922.43,2024-01-03,2024-01-03,0.0,0.0,Delivered,1
3083,2024-06-30,17,5,14,2,8,1171.0,1079,23075.93,31182.26,34507.04,2024-07-02,2024-07-02,0.0,0.0,Delivered,2
3084,2025-04-13,4,10,8,3,3,2917.1,1052,60994.61,91031.14,103532.82,2025-04-15,2025-04-15,0.0,0.0,Delivered,2
3085,2024-04-07,12,4,11,2,2,2162.4,852,32108.35,84054.58,91074.94,2024-04-09,2024-04-09,0.0,0.0,Delivered,1
3086,2024-10-31,12,4,11,4,2,1364.9,852,21040.07,54038.07,50350.34,2024-11-02,2024-11-03,1.0,36309.73,Delivered,1
3087,2024-04-04,15,2,10,4,1,339.2,225,1408.9,3557.75,13684.74,2024-04-06,2024-04-11,5.0,58457.02,Delivered,1
3088,2024-07-10,4,10,8,1,7,3042.2,1052,58322.64,140873.24,84928.63,2024-07-12,2024-07-16,4.0,327674.64,Delivered,1
3089,2025-06-26,15,2,10,1,6,1890.0,225,8500.52,6475.5,55570.64,2025-06-28,2025-07-01,3.0,87657.14,Delivered,3
3090,2024-03-06,11,15,5,2,3,2477.2,1642,74780.64,115129.28,80283.33,2024-03-08,2024-03-08,0.0,0.0,Delivered,2
3091,2024-02-07,15,2,10,4,6,384.0,225,1555.69,1340.77,9775.04,2024-02-09,2024-02-09,0.0,0.0,Delivered,3
3092,2024-05-23,8,3,5,4,1,1429.8,119,3134.52,7793.36,52842.74,2024-05-25,2024-05-29,4.0,173715.62,Delivered,1
3093,2025-02-14,3,8,7,4,8,813.3,1058,15974.33,23098.12,30485.24,2025-02-16,2025-02-16,0.0,0.0,Delivered,2
3094,2024-01-22,5,12,5,4,6,1188.5,133,2709.89,2533.1,38679.9,2024-01-24,2024-01-27,3.0,78548.22,Delivered,3
3095,2024-10-19,4,10,8,5,1,3070.6,1052,61205.14,167477.79,107263.49,2024-10-21,2024-10-25,4.0,224158.86,Delivered,1
3096,2025-06-02,4,10,8,3,8,713.2,1052,14999.25,18696.86,22514.54,2025-06-04,2025-06-05,1.0,14871.5,Delivered,2
3097,2025-02-14,15,2,10,1,6,973.5,225,4127.36,3151.96,39995.91,2025-02-16,2025-02-17,1.0,20083.0,Delivered,3
3098,2024-06-08,5,12,5,4,2,722.0,133,1692.63,4149.5,33376.34,2024-06-10,2024-06-15,5.0,103978.28,Delivered,1
3099,2024-05-21,4,10,8,2,1,1108.0,1052,20939.13,57761.64,48556.41,2024-05-23,2024-05-27,4.0,66806.45,Delivered,1
3100,2024-06-25,4,10,8,3,3,231.5,1052,4380.92,6649.96,5814.78,2024-06-27,2024-06-27,0.0,0.0,Delivered,2
3101,2025-06-15,4,10,8,5,3,2463.5,1052,50965.08,72103.34,134852.92,2025-06-17,2025-06-18,1.0,58454.91,Delivered,2
3102,2025-01-20,4,10,8,1,8,2280.3,1052,45806.91,59100.46,123249.8,2025-01-22,2025-01-23,1.0,53409.16,Delivered,2
3103,2025-01-07,15,2,10,4,6,2476.9,225,11370.38,7681.42,126946.58,2025-01-09,2025-01-12,3.0,200057.48,Delivered,3
3104,2024-07-26,4,10,8,2,7,1626.4,1052,31218.95,74362.7,75805.1,2024-07-28,2024-07-30,2.0,106870.81,Delivered,1
3105,2024-04-22,15,2,10,4,1,2801.6,225,11801.53,33582.03,147914.29,2024-04-24,2024-04-29,5.0,450416.42,Delivered,1
3106,2024-08-17,4,10,8,3,8,726.5,1052,13880.09,18584.79,34952.05,2024-08-19,2024-08-19,0.0,0.0,Delivered,2
3107,2024-07-15,4,10,8,4,3,3196.5,1052,61694.9,82356.37,158868.18,2024-07-17,2024-07-17,0.0,0.0,Delivered,2
3108,2025-04-18,15,2,10,1,1,1802.7,225,8197.8,22126.68,95646.81,2025-04-20,2025-04-25,5.0,174901.31,Delivered,1
3109,2025-02-10,4,10,8,4,1,2941.8,1052,57969.34,140772.24,82949.03,2025-02-12,2025-02-16,4.0,271115.14,Delivered,1
3110,2024-10-25,4,10,8,1,3,1821.7,1052,35330.87,51503.33,69469.75,2024-10-27,2024-10-29,2.0,123860.81,Delivered,2
3111,2024-11-25,21,3,8,3,5,3220.9,1032,63578.78,168148.39,139485.42,2024-11-27,2024-11-27,0.0,0.0,Delivered,1
3112,2025-04-27,19,15,7,2,8,873.7,1063,18755.14,22259.63,41399.02,2025-04-29,2025-04-30,1.0,18413.55,Delivered,2
3113,2025-01-26,15,2,10,1,6,2691.6,225,12266.47,9510.15,144099.63,2025-01-28,2025-02-02,5.0,367937.88,Delivered,3
3114,2025-03-26,4,10,8,1,5,510.3,1052,10600.86,25388.73,24916.97,2025-03-28,2025-03-28,0.0,0.0,Delivered,1
3115,2024-06-18,15,2,10,2,5,424.6,225,1726.87,4457.65,14366.75,2024-06-20,2024-06-22,2.0,21557.08,Delivered,1
3116,2025-03-29,24,5,14,1,3,688.2,1718,22814.19,29356.28,40703.4,2025-03-31,2025-03-31,0.0,0.0,Delivered,2
3117,2025-05-26,19,15,7,3,5,2334.5,1063,50921.89,113732.61,138166.37,2025-05-28,2025-05-28,0.0,0.0,Delivered,1
3118,2024-02-16,4,10,8,4,5,1466.7,1052,26545.55,75612.8,52575.17,2024-02-18,2024-02-18,0.0,0.0,Delivered,1
3119,2024-01-02,4,10,8,2,1,2773.7,1052,50372.11,144354.37,101028.98,2024-01-04,2024-01-08,4.0,273143.09,Delivered,1
3120,2025-06-08,4,10,8,1,5,3267.9,1052,69410.89,159568.91,121451.91,2025-06-10,2025-06-13,3.0,281575.42,Delivered,1
3121,2025-04-24,4,10,8,1,7,3386.4,1052,68093.86,173419.29,183569.9,2025-04-26,2025-04-28,2.0,126091.22,Delivered,1
3122,2024-05-06,15,2,10,1,7,1039.9,225,4227.11,11724.15,45692.18,2024-05-08,2024-05-08,0.0,0.0,Delivered,1
3123,2025-02-05,4,10,8,1,8,303.5,1052,5973.93,8888.08,12496.2,2025-02-07,2025-02-07,0.0,0.0,Delivered,2
3124,2024-06-18,4,10,8,4,8,3051.2,1052,56780.1,81866.68,153946.06,2024-06-20,2024-06-20,0.0,0.0,Delivered,2
3125,2025-06-03,4,10,8,2,2,1768.2,1052,36982.45,94675.02,103266.58,2025-06-05,2025-06-08,3.0,87447.97,Delivered,1
3126,2024-04-19,6,13,14,5,6,330.5,482,2857.46,2244.99,11647.95,2024-04-21,2024-04-26,5.0,48052.49,Delivered,3
3127,2024-08-09,4,10,8,3,5,3078.4,1052,59875.69,167763.31,143109.46,2024-08-11,2024-08-13,2.0,189386.34,Delivered,1
3128,2025-01-10,4,10,8,1,2,732.4,1052,14681.87,39273.54,43524.51,2025-01-12,2025-01-14,2.0,28690.06,Delivered,1
3129,2025-02-24,4,10,8,4,8,1924.9,1052,39128.02,51473.04,62655.9,2025-02-26,2025-02-26,0.0,0.0,Delivered,2
3130,2024-06-07,20,8,15,3,8,1052.8,834,16391.9,21971.48,51540.53,2024-06-09,2024-06-10,1.0,27503.28,Delivered,2
3131,2025-06-05,4,10,8,5,3,1162.3,1052,24275.11,29811.08,48138.1,2025-06-07,2025-06-07,0.0,0.0,Delivered,2
3132,2024-04-10,9,11,3,5,3,2490.8,941,40577.1,67027.07,110876.83,2024-04-12,2024-04-12,0.0,0.0,Delivered,2
3133,2024-05-31,4,10,8,1,1,2851.1,1052,52692.71,146487.23,167864.22,2024-06-02,2024-06-08,6.0,529931.89,Delivered,1
3134,2025-05-30,4,10,8,4,1,1688.1,1052,35243.2,81158.55,68468.03,2025-06-01,2025-06-04,3.0,81933.36,Delivered,1
3135,2024-10-28,4,10,8,2,2,1054.2,1052,20825.96,51593.01,43927.68,2024-10-30,2024-11-01,2.0,60321.92,Delivered,1
3136,2025-04-11,3,8,7,1,8,2905.5,1058,62129.48,91212.39,156822.41,2025-04-13,2025-04-13,0.0,0.0,Delivered,2
3137,2024-02-08,4,10,8,1,3,849.1,1052,15540.35,26449.55,26438.75,2024-02-10,2024-02-10,0.0,0.0,Delivered,2
3138,2024-01-08,5,12,5,1,7,1090.7,133,2460.79,7134.67,43318.04,2024-01-10,2024-01-11,1.0,19568.85,Delivered,1
3139,2025-01-09,15,2,10,1,5,1691.6,225,7186.32,20086.44,79418.5,2025-01-11,2025-01-11,0.0,0.0,Delivered,1
3140,2024-08-26,4,10,8,4,2,3446.3,1052,66639.88,177944.55,117280.36,2024-08-28,2024-08-29,1.0,110770.65,Delivered,1
3141,2024-07-31,4,10,8,4,2,684.7,1052,13131.98,37958.19,26489.98,2024-08-02,2024-08-05,3.0,58353.95,Delivered,1
3142,2024-07-02,15,2,10,1,6,2716.9,225,11454.01,9738.48,96378.0,2024-07-04,2024-07-07,3.0,166891.04,Delivered,3
3143,2024-05-11,4,10,8,1,3,717.9,1052,12981.7,18327.43,31379.77,2024-05-13,2024-05-13,0.0,0.0,Delivered,2
3144,2024-12-07,4,10,8,1,5,2265.1,1052,45686.68,110320.84,68082.08,2024-12-09,2024-12-09,0.0,0.0,Delivered,1
3145,2024-02-06,4,10,8,1,2,1856.5,1052,34325.77,106790.07,100228.12,2024-02-08,2024-02-08,0.0,0.0,Delivered,1
3146,2025-03-25,4,10,8,1,3,3445.7,1052,70488.2,105507.41,200520.53,2025-03-27,2025-03-27,0.0,0.0,Delivered,2
3147,2024-01-01,4,10,8,2,8,1209.0,1052,21457.35,30508.85,33972.42,2024-01-03,2024-01-03,0.0,0.0,Delivered,2
3148,2024-03-31,24,5,14,3,8,2671.5,1718,84396.18,120007.51,108125.13,2024-04-02,2024-04-02,0.0,0.0,Delivered,2
3149,2024-05-11,25,15,14,3,3,1070.0,363,6718.35,11246.91,36719.8,2024-05-13,2024-05-13,0.0,0.0,Delivered,2
3150,2025-05-14,24,5,14,3,5,559.3,1718,19303.93,49573.45,25961.25,2025-05-17,2025-05-17,0.0,0.0,Delivered,1
3151,2024-06-16,4,10,8,1,7,1110.3,1052,21520.38,56011.35,49344.09,2024-06-18,2024-06-21,3.0,73175.72,Delivered,1
3152,2024-08-01,4,10,8,4,3,1999.3,1052,38444.56,54400.13,73069.29,2024-08-03,2024-08-03,0.0,0.0,Delivered,2
3153,2024-11-06,4,10,8,1,7,3382.0,1052,67277.34,168291.6,130592.91,2024-11-08,2024-11-08,0.0,0.0,Delivered,1
3154,2024-08-15,4,10,8,2,2,2063.8,1052,39462.69,111166.79,67275.61,2024-08-17,2024-08-21,4.0,275324.52,Delivered,1
3155,2025-03-16,2,12,3,1,5,2901.2,92,5056.74,13441.25,141097.49,2025-03-18,2025-03-18,0.0,0.0,Delivered,1
3156,2025-02-09,4,10,8,4,1,824.8,1052,16728.14,44043.84,27281.57,2025-02-11,2025-02-13,2.0,31238.1,Delivered,1
3157,2024-09-17,4,10,8,5,5,2932.6,1052,59103.28,136280.94,142385.36,2024-09-19,2024-09-21,2.0,166369.18,Delivered,1
3158,2024-04-19,4,10,8,4,8,2772.1,1052,52310.14,86506.7,84864.56,2024-04-21,2024-04-21,0.0,0.0,Delivered,2
3159,2025-02-20,4,10,8,3,1,566.0,1052,11598.89,26657.82,17455.36,2025-02-22,2025-02-23,1.0,14369.46,Delivered,1
3160,2024-11-26,15,2,10,4,2,3321.9,225,14857.13,32604.2,99224.66,2024-11-28,2024-11-29,1.0,84732.48,Delivered,1
3161,2024-01-03,4,10,8,3,2,3357.7,1052,60964.53,152968.26,172463.52,2024-01-05,2024-01-05,0.0,0.0,Delivered,1
3162,2024-01-24,15,2,10,3,7,1001.4,225,4090.25,11697.58,32841.93,2024-01-26,2024-01-26,0.0,0.0,Delivered,1
3163,2024-11-29,4,10,8,3,8,3124.4,1052,64351.36,93999.48,158157.9,2024-12-01,2024-12-02,1.0,58849.51,Delivered,2
3164,2024-05-30,12,4,11,3,3,417.6,852,6107.02,8440.82,23905.83,2024-06-01,2024-06-01,0.0,0.0,Delivered,2
3165,2025-06-10,4,10,8,4,5,1900.6,1052,39948.64,104274.99,105248.39,2025-06-12,2025-06-16,4.0,186500.02,Delivered,1
3166,2024-07-28,5,12,5,1,1,380.0,133,923.32,2626.06,11783.75,2024-07-30,2024-08-03,4.0,37424.91,Delivered,1
3167,2024-05-01,4,10,8,1,5,397.6,1052,7513.9,19371.82,17674.05,2024-05-03,2024-05-03,0.0,0.0,Delivered,1
3168,2024-01-15,4,10,8,1,3,2826.9,1052,53890.8,81648.67,157245.27,2024-01-17,2024-01-17,0.0,0.0,Delivered,2
3169,2025-02-11,15,2,10,4,7,3073.4,225,13243.9,34358.62,128848.2,2025-02-13,2025-02-13,0.0,0.0,Delivered,1
3170,2024-05-09,4,10,8,1,5,3412.4,1052,64834.86,165076.3,100675.92,2024-05-11,2024-05-11,0.0,0.0,Delivered,1
3171,2024-04-09,4,10,8,5,5,296.2,1052,5461.24,15971.07,9653.54,2024-04-11,2024-04-11,0.0,0.0,Delivered,1
3172,2025-01-14,18,15,3,2,1,2778.2,909,49213.08,127978.9,125640.39,2025-01-16,2025-01-16,0.0,0.0,Delivered,1
3173,2024-03-07,3,8,7,3,6,931.1,1058,17750.53,15684.33,23398.41,2024-03-09,2024-03-10,1.0,24588.8,Delivered,3
3174,2025-03-21,13,2,7,2,8,1652.8,428,14321.47,20732.99,90314.07,2025-03-23,2025-03-23,0.0,0.0,Delivered,2
3175,2024-06-11,12,4,11,1,7,846.8,852,12538.15,34513.53,50381.34,2024-06-13,2024-06-16,3.0,85635.79,Delivered,1
3176,2025-01-26,4,10,8,1,3,240.2,1052,5020.98,7234.49,6188.75,2025-01-28,2025-01-28,0.0,0.0,Delivered,2
3177,2024-03-05,4,10,8,1,3,210.5,1052,3965.47,6296.96,8628.83,2024-03-07,2024-03-07,0.0,0.0,Delivered,2
3178,2024-06-24,4,10,8,2,3,533.5,1052,10386.29,16707.89,18355.67,2024-06-26,2024-06-27,1.0,8882.74,Delivered,2
3179,2024-01-28,15,2,10,3,2,1414.2,225,5710.63,17142.52,62384.09,2024-01-30,2024-01-30,0.0,0.0,Delivered,1
3180,2025-04-13,4,10,8,4,3,1275.4,1052,26667.76,35963.16,74730.85,2025-04-15,2025-04-15,0.0,0.0,Delivered,2
3181,2024-02-18,4,10,8,4,7,1551.8,1052,29412.72,78760.4,90428.76,2024-02-20,2024-02-21,1.0,46786.78,Delivered,1
3182,2024-12-24,4,10,8,5,5,1125.8,1052,22693.73,62247.84,66981.72,2024-12-26,2024-12-26,0.0,0.0,Delivered,1
3183,2024-08-22,15,2,10,4,2,238.3,225,1019.67,2407.55,6670.55,2024-08-24,2024-08-26,2.0,16368.35,Delivered,1
3184,2025-01-04,15,2,10,1,6,2204.3,225,9504.41,7558.12,123302.99,2025-01-06,2025-01-11,5.0,178086.56,Delivered,3
3185,2025-02-03,19,15,7,5,3,2680.7,1063,56421.77,70532.77,70881.11,2025-02-05,2025-02-05,0.0,0.0,Delivered,2
3186,2024-01-30,15,2,10,3,5,453.1,225,1811.3,5272.31,11567.51,2024-02-01,2024-02-01,0.0,0.0,Delivered,1
3187,2024-10-20,15,2,10,2,5,2611.8,225,11312.67,28978.09,138591.44,2024-10-22,2024-10-22,0.0,0.0,Delivered,1
3188,2024-08-14,4,10,8,4,3,1998.1,1052,38632.57,50213.95,56621.97,2024-08-16,2024-08-16,0.0,0.0,Delivered,2
3189,2024-01-29,15,2,10,5,6,2779.6,225,11181.54,9705.81,94248.14,2024-01-31,2024-02-02,2.0,125677.48,Delivered,3
3190,2024-01-20,8,3,5,4,1,2848.4,119,6083.29,16635.73,138203.65,2024-01-22,2024-01-25,3.0,162470.45,Delivered,1
3191,2024-05-14,4,10,8,4,1,520.8,1052,9942.84,24545.14,21486.37,2024-05-16,2024-05-21,5.0,45024.71,Delivered,1
3192,2024-01-06,15,2,10,4,6,2818.5,225,11358.45,10070.87,156505.33,2024-01-08,2024-01-11,3.0,263579.0,Delivered,3
3193,2024-11-14,12,4,11,3,8,1017.9,852,16345.03,24780.75,60698.14,2024-11-16,2024-11-16,0.0,0.0,Delivered,2
3194,2025-06-11,4,10,8,1,7,3196.9,1052,66978.86,184104.18,143359.88,2025-06-13,2025-06-19,6.0,620094.59,Delivered,1
3195,2025-04-25,4,10,8,2,8,743.4,1052,14785.32,18678.68,24891.96,2025-04-27,2025-04-28,1.0,15268.55,Delivered,2
3196,2024-10-07,4,10,8,1,8,939.6,1052,18219.28,23740.98,45724.18,2024-10-09,2024-10-09,0.0,0.0,Delivered,2
3197,2024-10-28,15,2,10,3,5,2613.2,225,11267.49,25732.64,85291.26,2024-10-30,2024-10-30,0.0,0.0,Delivered,1
3198,2024-07-24,4,10,8,1,7,1903.8,1052,35959.28,108641.65,82866.71,2024-07-26,2024-07-28,2.0,73956.26,Delivered,1
3199,2024-05-24,15,2,10,4,6,1445.4,225,5948.15,4512.65,67361.45,2024-05-26,2024-05-27,1.0,46892.25,Delivered,3
3200,2024-05-10,4,10,8,5,2,355.6,1052,6542.97,19147.08,10831.93,2024-05-12,2024-05-13,1.0,8090.88,Delivered,1
3201,2024-01-27,15,2,10,2,6,3343.0,225,13306.85,9925.25,163618.0,2024-01-29,2024-01-31,2.0,120285.26,Delivered,3
3202,2025-03-26,4,10,8,4,5,3340.5,1052,69394.84,184039.23,102408.5,2025-03-28,2025-03-28,0.0,0.0,Delivered,1
3203,2025-06-02,17,5,14,1,2,1546.7,1079,33543.62,82582.29,74034.58,2025-06-04,2025-06-09,5.0,245749.8,Delivered,1
3204,2024-05-05,4,10,8,3,2,3396.9,1052,62184.09,177337.99,114606.17,2024-05-07,2024-05-08,1.0,84099.79,Delivered,1
3205,2025-03-21,4,10,8,1,7,3308.1,1052,69110.81,169601.62,118803.16,2025-03-23,2025-03-23,0.0,0.0,Delivered,1
3206,2024-02-25,4,10,8,1,5,1219.6,1052,22953.35,59210.99,46833.51,2024-02-27,2024-02-28,1.0,32903.21,Delivered,1
3207,2025-06-21,4,10,8,1,2,795.6,1052,16981.18,45720.18,24728.9,2025-06-23,,,,In Transit,1
3208,2025-05-25,4,10,8,3,7,2378.0,1052,51011.66,108216.94,90866.52,2025-05-27,2025-05-27,0.0,0.0,Delivered,1
3209,2025-05-24,15,2,10,1,5,250.4,225,1113.4,3030.82,12915.86,2025-05-26,2025-05-26,0.0,0.0,Delivered,1
3210,2025-06-03,19,15,7,1,6,3413.4,1063,72530.69,50207.74,162995.11,2025-06-05,2025-06-09,4.0,379614.25,Delivered,3
3211,2024-07-10,15,2,10,1,1,2921.3,225,12231.04,33811.27,131841.44,2024-07-12,2024-07-21,9.0,629803.33,Delivered,1
3212,2025-05-17,12,4,11,4,8,2576.3,852,42874.74,51686.25,92830.34,2025-05-19,2025-05-19,0.0,0.0,Delivered,2
3213,2024-06-29,4,10,8,1,2,1908.6,1052,36864.07,94117.13,81243.29,2024-07-01,2024-07-03,2.0,73297.02,Delivered,1
3214,2024-11-19,15,2,10,5,7,988.8,225,4270.21,10116.73,46713.9,2024-11-21,2024-11-21,0.0,0.0,Delivered,1
3215,2024-01-26,15,2,10,4,6,2446.4,225,9614.85,6963.79,132776.76,2024-01-28,2024-01-31,3.0,224089.5,Delivered,3
3216,2024-04-19,4,10,8,4,8,2695.1,1052,50857.14,71850.78,103137.98,2024-04-21,2024-04-21,0.0,0.0,Delivered,2
3217,2025-06-07,20,8,15,3,8,2544.5,834,43718.66,51736.85,98758.74,2025-06-09,2025-06-09,0.0,0.0,Delivered,2
3218,2025-01-12,4,10,8,4,1,1710.1,1052,34373.12,93085.13,71772.47,2025-01-14,2025-01-19,5.0,214267.08,Delivered,1
3219,2025-04-03,15,2,10,1,7,2411.8,225,10953.29,27172.57,81491.69,2025-04-05,2025-04-07,2.0,94834.58,Delivered,1
3220,2024-08-22,22,4,10,2,1,2955.2,1330,71410.28,193962.17,123296.66,2024-08-24,2024-08-31,7.0,632420.57,Delivered,1
3221,2024-10-18,15,2,10,5,2,471.4,225,2044.02,5731.26,15461.46,2024-10-20,2024-10-20,0.0,0.0,Delivered,1
3222,2025-01-23,4,10,8,2,5,2057.2,1052,40328.82,115407.79,111690.1,2025-01-25,2025-01-25,0.0,0.0,Delivered,1
3223,2024-09-14,15,2,10,2,6,1002.7,225,4331.95,3332.27,40197.36,2024-09-16,2024-09-21,5.0,95038.3,Delivered,3
3224,2024-08-02,4,10,8,2,8,450.9,1052,8748.55,13448.52,15270.59,2024-08-04,2024-08-06,2.0,17566.53,Delivered,2
3225,2024-08-11,15,2,10,1,2,2484.1,225,10529.75,28093.98,129804.82,2024-08-13,2024-08-16,3.0,243290.89,Delivered,1
3226,2025-05-23,4,10,8,3,7,326.7,1052,6742.52,18525.84,14532.38,2025-05-25,2025-05-26,1.0,7226.89,Delivered,1
3227,2024-10-11,15,2,10,3,6,3090.7,225,13243.34,9042.56,79126.58,2024-10-13,2024-10-18,5.0,470815.72,Delivered,3
3228,2024-01-05,15,2,10,4,6,1969.9,225,7780.74,6374.68,103765.21,2024-01-07,2024-01-11,4.0,218504.31,Delivered,3
3229,2024-08-30,4,10,8,1,8,3214.7,1052,63648.11,83463.41,163640.15,2024-09-01,2024-09-02,1.0,62199.43,Delivered,2
3230,2024-03-02,4,10,8,2,8,2031.8,1052,38267.62,51058.46,68547.46,2024-03-04,2024-03-05,1.0,54482.81,Delivered,2
3231,2024-06-03,15,2,10,3,2,1752.1,225,7383.58,20536.87,84741.53,2024-06-05,2024-06-06,1.0,37375.67,Delivered,1
3232,2024-11-18,4,10,8,5,2,1632.1,1052,31780.56,83287.08,94075.97,2024-11-20,2024-11-20,0.0,0.0,Delivered,1
3233,2024-09-07,4,10,8,2,8,2604.5,1052,51270.8,77283.6,131925.5,2024-09-09,2024-09-09,0.0,0.0,Delivered,2
3234,2025-02-02,3,8,7,4,6,564.0,1058,11601.21,7787.53,23866.54,2025-02-04,2025-02-09,5.0,76809.22,Delivered,3
3235,2024-03-07,4,10,8,1,1,2730.1,1052,51435.97,154076.23,70353.49,2024-03-09,2024-03-13,4.0,262586.94,Delivered,1
3236,2025-04-23,15,2,10,1,5,2835.9,225,12967.62,31267.5,73703.83,2025-04-25,2025-04-25,0.0,0.0,Delivered,1
